gene,SRR12878708,SRR12878713,SRR12878714,SRR12878717,SRR12878718,SRR12878719
ZNF484,877,67,525,0,32,41
L3MBTL2,810,46,436,2,100,45
LONP2,2213,125,1321,10,148,108
KRTAP4-12,0,0,4,0,0,0
KRTAP4-12,0,0,4,0,0,0
TAS1R3,23,0,9,2,4,4
RBP5,1,1,1,0,7,16
RBP5,1,1,1,0,7,16
RBM4B,144,14,91,0,3,18
FRMD8,547,90,263,1,110,112
ARMC10,419,26,200,0,4,3
ARMC10,419,26,200,0,4,3
KCNK16,0,0,0,1,1,6
USP26,0,0,0,0,10,2
SYT15,2778,120,1526,20,20,11
ESYT3,193,1,74,16,10,3
SYT16,4,0,0,0,0,0
SETDB2,569,49,371,0,19,42
ROPN1L,1,2,0,2,0,2
ANGPTL6,49,0,16,2,18,0
KLF16,386,111,214,4,13,48
FSD1L,49,5,38,4,37,14
TMTC1,856,177,496,27,199,64
ATAD3B,114,44,87,2,50,24
TAF3,1089,136,815,43,135,94
RSPH3,207,15,175,4,8,5
TMEM120A,447,18,228,5,20,27
TTTY5,0,0,0,1,0,0
TTTY11,0,0,0,0,0,0
TTTY12,0,0,0,0,0,0
TTTY13,0,0,0,0,1,0
TTTY13,0,0,0,0,1,0
TTTY14,24,0,18,0,0,1
RAB34,452,23,166,0,2,29
HMCN1,2211,64,604,7,101,77
GPR61,2,0,6,1,0,6
TBC1D10A,176,17,109,0,12,22
BCO2,147,38,157,18,71,17
MRO,622,12,160,1,3,3
TM2D2,790,83,613,4,10,40
USHBP1,1433,45,615,3,268,124
CDCA7,4,0,13,3,0,15
MIXL1,23,0,0,0,0,0
TSPAN10,4,0,4,1,0,1
SLC25A2,45,1,1,0,0,4
PRSS27,4,0,2,2,0,3
TTLL2,0,0,0,2,3,0
FGFBP2,6,0,0,0,0,0
WDR87,28,4,3,12,0,5
SPATA9,6,0,2,0,0,3
SNX25,489,25,222,0,69,25
KCTD10,2680,233,1423,1,78,139
SPATA16,0,0,0,0,0,2
TTC29,0,1,0,0,0,0
KRTAP1-5,0,0,0,0,0,0
KRTAP1-5,0,0,0,0,0,0
KRTAP3-1,0,0,0,0,0,0
KRTAP3-1,0,0,0,0,0,0
KRTAP3-2,0,1,0,0,0,0
KRTAP3-2,0,1,0,0,0,0
KRTAP9-2,0,0,0,0,0,0
KRTAP9-2,0,0,0,0,0,0
KRTAP9-2,0,0,0,0,0,0
KRTAP9-3,0,0,0,0,0,0
KRTAP9-3,0,0,0,0,0,0
KRTAP9-8,0,0,0,0,0,0
KRTAP17-1,0,0,0,0,0,1
KRTAP17-1,0,0,0,0,0,1
HASPIN,8,5,4,3,2,2
STARD3NL,589,64,490,1,27,17
STK40,1284,124,606,1,133,98
SPRTN,412,26,244,1,16,36
HDAC10,163,28,91,1,66,23
NA,113,2,34,0,3,2
RASSF4,1441,151,1048,1,69,118
LRMDA,381,42,193,7,61,12
EIF2A,951,113,564,5,54,57
TATDN1,74,3,47,0,0,12
TM2D1,584,41,465,0,13,7
TSSK1B,9,1,15,0,3,7
IMMP2L,156,7,159,1,1,7
FCAMR,6,3,3,0,5,3
NACA4P,9187,509,11409,67,242,368
RACGAP1P1,11,3,4,1,2,1
FRMD8P1,156,4,64,1,16,6
SLC4A11,99,5,18,2,4,5
IFI27L2,394,22,189,18,17,8
IFI27L2,394,22,189,18,17,8
TSSK6,13,0,19,1,0,0
SPNS1,266,24,123,6,8,23
FAM234A,748,53,421,1,17,26
CCDC8,176,0,46,2,12,6
NCALD,837,26,286,3,32,25
FAM172A,978,96,836,4,86,42
BRIP1,27,0,5,13,0,7
CTTNBP2,1416,92,1066,1,5,39
REG4,0,0,0,1,8,8
KREMEN1,322,39,97,6,9,10
TMPRSS13,22,3,1,1,2,10
B3GNT5,4801,36,1748,0,13,43
OBSCN,1048,76,622,71,160,171
EMILIN2,550,190,178,3,20,24
PCDHB19P,5,0,4,1,5,2
KATNAL1,843,24,502,2,54,60
MND1,2,2,7,0,2,0
WDR54,106,1,72,0,1,7
ADGRV1,253,10,112,33,15,10
RBM48,293,19,290,1,21,11
MAGT1,1456,64,955,11,55,26
DTNBP1,466,44,164,3,35,29
KIRREL2,0,0,0,0,1,1
HDHD2,694,66,416,6,14,27
TMEM222,239,13,136,13,55,14
TEX35,0,8,0,7,0,5
FHIP1B,260,25,187,1,50,16
SLC10A7,160,40,159,9,16,9
PLEKHN1,0,1,0,9,9,34
FAM186B,11,3,25,0,4,16
ARMC2,105,3,67,41,10,9
HORMAD1,17,0,5,0,0,0
MYCBPAP,24,12,25,1,2,18
QRICH2,168,21,94,9,25,15
FSCB,0,0,0,0,4,1
TKTL2,0,1,0,3,0,1
C3orf20,28,0,1,2,1,1
KBTBD7,352,60,131,0,0,6
ANKRD27,771,68,393,42,86,19
ENKD1,108,8,62,20,18,18
NSRP1,1801,168,1462,1,261,191
ZRANB3,120,13,112,1,2,10
RAB6C,11,7,14,1,1,9
FBXO30,825,50,473,1,22,7
ARL6,96,2,20,0,19,10
USP44,10,0,27,0,0,10
SLC41A2,122,3,37,1,1,7
C4orf17,0,0,1,2,0,3
PCBD2,180,6,76,1,13,7
PRAM1,533,175,552,1,0,13
ZIC4,234,0,41,4,5,22
PCGF6,95,12,91,0,6,7
QRFPR,251,0,11,1,6,0
ZNF394,1069,33,480,14,46,48
LRRIQ1,7,3,4,2,12,8
ATRIP,97,3,65,0,0,13
WDR75,676,54,315,1,26,47
ACAD11,129,13,145,13,78,18
CEP78,318,56,121,6,0,15
USP42,813,72,527,6,73,57
ZNRF3,916,38,229,9,22,12
TOMM40L,140,20,92,1,14,5
UTP15,263,53,200,2,0,12
SLC7A6OS,377,17,271,4,36,8
FAM161A,137,6,80,5,8,2
EVA1A,0,6,0,0,7,5
ABRAXAS1,191,19,119,0,7,21
SYDE2,67,2,30,12,4,4
ZNF644,2682,164,1742,0,125,130
KAT8,898,71,746,2,13,47
PPP1R1B,369,12,88,3,0,7
RNASEH2C,538,82,430,7,20,30
RPF2,263,22,114,0,20,31
ARID5B,1237,135,863,20,155,108
KIAA1109,9609,615,4976,9,551,344
GTF2IRD2,16,13,23,0,0,0
ASCC2,1149,129,752,3,103,89
NLRC5,830,155,557,23,558,213
C19orf44,68,0,66,4,11,4
ANTXR1,2863,41,1000,4,39,66
LOXL4,34,2,22,0,0,1
POLR1B,380,21,209,6,36,22
ELMOD3,185,18,185,3,21,15
SLA2,26,11,25,3,0,0
MYH16,0,0,3,0,0,1
SLC49A3,87,13,76,5,24,16
CHD6,5284,361,3224,16,369,171
MINDY4,4,1,1,0,6,1
ZCCHC7,777,53,581,0,86,43
TMEM164,247,75,215,14,39,36
FAR1,1308,232,792,1,109,73
SLITRK6,0,0,0,1,0,4
METTL25,268,15,130,1,4,16
CIAO2A,558,45,410,0,10,33
SETD3,3153,193,1627,12,110,88
USP48,1933,171,1382,27,290,79
POMK,319,24,197,0,6,13
TXNDC2,9,0,0,0,3,4
MEX3B,15,2,23,2,2,5
ZNF541,49,2,29,1,2,11
TMEM117,104,20,99,0,8,0
ZMYND12,5,1,1,13,0,3
WDR24,235,56,103,0,6,22
RGPD5,0,0,0,0,0,0
SPATC1L,71,2,24,2,5,5
SPATC1L,71,2,24,2,5,5
TMEM191A,4,0,4,1,0,1
IQCG,322,46,237,0,22,22
NBPF3,255,11,39,0,8,14
ZMYND15,196,36,180,0,6,2
C2orf16,43,0,13,0,8,1
DRC7,9,11,9,2,10,6
LRRC8C,5533,117,2392,1,56,67
TRAF7,662,96,347,2,62,52
MAF1,1556,117,980,18,28,48
TMEM126A,77,3,78,0,9,3
RHBDD1,919,35,531,26,29,11
ATP13A4,51,6,40,1,0,16
ZCCHC9,332,34,294,0,43,23
ZDHHC18,487,72,216,6,16,25
MRI1,341,34,221,1,53,42
MED10,223,28,289,0,25,12
RTL6,636,72,280,7,72,55
FYTTD1,3443,162,2232,6,127,103
PSD2,165,1,56,0,0,20
SLF1,193,22,120,1,74,9
SGIP1,492,1,104,0,41,31
GARNL3,341,23,284,10,11,13
CAMKK1,209,30,162,36,63,13
SLC37A3,575,32,225,1,52,31
FLYWCH1,540,45,305,10,136,58
SYT3,24,6,7,5,74,20
DCUN1D5,785,36,367,5,40,27
TCHP,709,91,526,5,132,97
FBXW9,52,1,3,9,0,15
PSMG3,252,33,136,2,3,0
HSDL2,834,90,419,2,16,22
HAGHL,8,0,19,0,0,1
POLR3GL,1198,81,1240,2,96,54
ALKBH7,415,30,139,5,4,4
C9orf64,449,22,245,0,0,3
RPAIN,467,20,392,18,71,35
CHCHD5,92,3,33,0,0,0
CARD19,130,17,162,1,9,7
POLDIP3,1522,93,765,12,20,64
YIPF4,1247,90,1124,0,8,44
NOA1,255,37,145,1,11,9
COQ5,526,40,353,36,4,7
SLC25A33,70,0,57,0,0,0
NICN1,208,9,109,1,3,57
DNAJC30,234,7,125,0,1,5
MFSD14C,53,15,38,0,8,2
PRADC1,63,12,19,0,8,0
BTBD10,792,61,414,0,36,60
C2orf88,195,9,88,0,15,12
RNF135,596,54,240,0,25,10
TMEM79,71,9,74,1,4,3
NTPCR,343,6,264,0,4,6
EIF1AD,498,16,202,1,23,15
TMEM175,365,11,274,10,30,21
ZDHHC16,258,12,143,0,44,31
EFCAB2,243,0,165,1,11,13
ING5,363,20,242,8,51,50
CAPNS2,11,2,16,49,0,0
WDR83,92,1,47,2,41,19
PRXL2A,3253,130,1796,1,61,97
UTP23,610,50,388,2,21,12
PHF6,1142,124,682,51,48,23
GINS4,34,8,34,0,3,6
LLPH,311,41,151,1,4,9
MIEN1,442,28,290,0,22,5
UQCC2,242,13,200,0,41,27
DDI2,469,51,360,1,106,47
PGAP4,213,13,49,0,0,0
CHCHD6,165,8,75,0,0,7
NUDT22,194,9,80,0,3,8
PYM1,321,18,256,1,29,36
PDCD2L,116,0,65,0,5,6
ZNF397,776,66,552,15,30,29
NUDT16L1,147,13,73,1,1,5
C7orf50,1975,97,1310,6,63,135
MRPL45,604,24,283,1,15,15
MRPL45,604,24,283,1,15,15
BRMS1L,325,5,218,0,46,8
VPS25,231,15,94,0,23,6
TMEM107,802,106,888,1,21,19
MON1A,117,18,69,2,15,25
NAA38,517,19,296,1,57,7
CCDC115,536,12,324,4,0,2
CCDC77,240,31,136,10,3,18
CMSS1,376,26,291,0,3,24
ACBD6,519,59,425,1,53,58
THOC3,47,11,11,3,11,32
SARNP,5,0,18,0,12,7
METTL26,224,40,118,0,10,18
ZBED3,87,34,46,30,1,16
LZIC,1005,65,707,2,1,17
HVCN1,1010,44,487,0,5,8
ZNF414,147,37,90,8,2,19
MCRIP2,89,10,59,0,0,4
DYDC2,0,0,0,5,0,3
PCGF5,1541,102,761,5,24,41
COA8,177,9,93,0,4,9
AKT1S1,565,42,286,18,35,59
TMEM101,369,28,290,0,45,4
ELOF1,268,39,130,8,3,13
GFM2,308,51,204,1,29,10
COG8,312,21,214,0,23,16
HPS3,1597,176,1055,15,20,23
ARFGAP2,1419,62,704,4,145,37
NIFK,488,17,386,0,9,18
PRAC1,0,0,0,0,0,0
HOOK3,4717,446,2853,13,274,179
ECRG4,146,0,55,0,0,0
CYSTM1,462,77,303,0,20,3
C15orf48,0,2,8,0,0,0
PROK1,4,7,0,0,1,0
CARD11,1078,187,1668,15,1,17
ADGRA1,6,2,1,22,1,2
ZNF528,406,9,277,27,77,22
MSANTD4,564,24,325,2,51,26
HHIPL1,162,18,186,39,146,73
RAB11FIP4,436,31,60,3,2,25
MAML2,3002,200,1772,23,97,47
DOT1L,724,68,333,42,230,164
LZTS2,1676,65,607,14,117,86
BRSK1,191,1,86,3,5,11
SYVN1,704,69,429,6,47,26
ABLIM2,79,18,29,10,60,5
ZNF333,596,39,306,6,73,36
ZNF512,1146,131,637,6,108,41
MAP3K21,81,3,46,11,4,2
EFCAB7,52,4,34,0,4,2
L3MBTL3,338,35,266,0,139,18
PHYHIPL,36,1,17,3,11,4
LCOR,1496,134,887,13,80,29
ZMAT1,454,118,465,11,155,87
NEURL4,325,40,197,10,22,57
NEURL4,325,40,197,10,22,57
SLX4,463,40,338,4,12,47
MEGF11,126,5,34,0,27,17
MEGF11,126,5,34,0,27,17
MEGF10,86,3,21,16,11,5
FBN3,1,6,1,35,5,5
FAM120B,1445,122,854,0,194,104
FAM120B,1445,122,854,0,194,104
SPIRE2,32,15,73,3,7,8
JPH4,203,1,46,12,10,5
ZNF527,216,25,124,0,20,9
NKX6-2,39,0,6,15,45,31
PLPP5,199,27,95,0,22,23
GHDC,684,49,341,0,22,16
MCM8,201,13,84,2,37,19
DCTN5,1690,106,750,0,54,49
ACTRT3,55,4,63,4,0,0
CNFN,59,0,32,0,4,3
ACRBP,168,8,90,20,0,1
GON7,160,3,31,31,2,7
GON7,160,3,31,31,2,7
JAGN1,240,21,100,0,0,8
ZC3H8,107,11,84,0,28,20
HOPX,690,27,524,26,0,39
ZNF559,488,45,326,0,9,6
CDIN1,41,18,45,1,5,10
SRRM4,45,1,31,18,5,9
ACSS1,941,142,516,1,35,49
LINC01547,43,14,11,1,2,6
MCHR2,3,1,0,1,0,4
KBTBD8,543,6,234,1,11,8
SANBR,488,47,329,0,102,30
MRPL43,490,34,406,2,4,18
SNORD35B,50,2,99,0,8,2
PGBD1,200,9,56,14,14,4
TMEM185A,118,15,72,412,730,96
MAK16,536,54,352,22,23,22
PARD6G,497,24,142,0,10,3
FAXC,23,0,10,2,9,9
MAP1LC3A,448,26,293,2,29,33
GOLGA2P2Y,7,0,10,0,0,1
MT4,0,0,0,0,0,0
SLC12A8,8,0,6,3,11,6
LYZL1,0,1,0,0,0,0
COL25A1,3,16,15,2,15,6
GNPTG,811,62,408,0,45,36
PARD6B,46,0,37,6,9,11
ZBTB37,506,36,315,5,14,32
KRTAP4-4,0,0,0,0,3,0
TUBB6,997,148,522,11,127,234
NT5C1A,14,0,1,0,1,0
ZGPAT,224,42,198,25,54,53
ST6GAL2,82,4,9,6,4,9
ZNF594,586,3,268,0,34,26
KIRREL3,75,1,36,1,27,6
FNDC1,20,7,0,25,12,6
KRBA1,161,10,123,1,39,4
ZNF469,1556,157,1076,17,50,39
NTNG2,38,11,49,2,1,4
TNRC18,7661,909,5535,25,413,407
TTBK1,85,1,31,12,12,5
SLITRK2,56,0,7,11,3,9
AFAP1L2,4770,289,2497,4,79,184
KISS1R,6,0,2,1,10,3
GPR174,2,4,0,0,0,0
IL1F10,0,2,0,0,0,0
USP38,745,60,314,1,24,13
MFSD14B,992,82,447,24,24,26
KIF2B,0,2,0,0,0,9
C22orf23,119,7,51,0,2,6
PLA2G12B,0,6,0,0,0,0
LCE3D,0,0,0,2,0,0
DGAT2,33,3,2,10,0,2
EBPL,74,7,63,2,0,0
SPINK7,5,0,3,0,0,0
SPZ1,0,0,0,1,0,0
GLYR1,2002,234,1201,5,105,106
LINC00852,36,1,14,0,0,1
ADGRE3,147,13,5,1,3,0
RNASE7,1,0,1,0,0,0
CCDC62,28,6,42,0,3,6
DPY30,129,17,74,0,0,3
GLIS2,335,31,123,1,30,47
GLIS2,335,31,123,1,30,47
MYPN,17,1,2,0,0,0
RETNLB,0,9,0,4,2,0
HES7,5,0,5,3,3,8
FAM126A,1206,106,725,3,95,16
USP32,1821,184,819,1,51,33
ZNF347,779,49,415,21,12,22
TTTY6,0,0,0,0,0,0
TTTY8,0,0,0,0,0,0
CARD6,1441,184,805,0,61,61
TRIM55,0,8,0,3,3,7
TRIM63,13,0,30,0,0,2
DSCR8,0,0,0,0,0,3
KDM2B,1917,189,856,24,106,135
SLC9A7,346,54,136,2,1,33
ACCS,82,7,49,29,20,12
HINT2,124,15,63,0,4,2
INSM2,0,0,1,2,2,0
PPP1R9B,3705,570,2831,19,409,236
C9orf24,3,0,6,10,3,5
MS4A14,173,26,126,0,0,6
SPATA22,20,0,10,0,0,1
FAM71F1,0,5,0,7,28,3
CCDC54,3,0,0,0,0,0
MCEE,111,10,63,1,0,0
GJA10,0,0,0,6,25,6
GJA10,0,0,0,6,25,6
LOXL3,431,31,265,8,0,13
ABHD1,48,0,24,0,1,3
CAPS2,54,5,70,0,1,32
CREB3L3,0,0,6,9,0,2
MYO18B,0,10,0,8,26,3
COX4I2,368,2,203,0,0,3
GTPBP3,87,18,65,11,54,45
GPT2,252,7,94,7,22,8
BEX2,49,4,52,1,17,3
LNX1,128,3,43,23,1,3
MGARP,2,0,8,0,0,0
HDGFL2,1047,83,1102,42,220,190
LINC00260,3,0,13,2,6,0
PIGO,519,43,291,3,35,21
PSRC1,164,15,189,1,1,0
PLEKHA8,301,32,132,0,30,43
PRRC2B,11750,931,6766,12,684,569
SPSB2,72,0,95,1,1,8
CBX2,257,20,125,2,32,15
FAM167B,5,0,6,0,4,6
CNDP1,103,0,9,1,0,5
AFAP1-AS1,56,7,15,1,8,4
UNC119B,524,25,260,2,37,26
USP30,204,25,109,30,4,4
FUT10,336,13,179,0,10,8
B3GNT9,61,3,32,0,0,1
PCGF1,168,1,89,0,0,9
ZNF577,323,41,213,0,45,16
CRACR2A,93,37,93,1,24,17
TRIM51,0,0,0,0,0,0
MPV17L2,126,2,93,1,6,2
DDX11L2,50,2,12,0,4,0
ZNF607,186,18,95,13,24,7
NAA11,0,0,0,0,0,0
KMT5C,57,2,21,4,23,9
MGC2889,1,0,0,2,0,4
TUBA1C,399,39,213,0,6,65
LINC00467,70,0,119,0,4,4
FAM220A,275,6,169,3,0,3
FOXD2-AS1,8,5,13,1,0,5
PYROXD2,165,3,42,35,9,2
C19orf48,99,5,96,0,3,4
GPAT3,106,55,172,0,15,3
MFSD9,122,13,89,2,4,2
NFKBID,897,38,406,0,14,16
PERM1,2,0,2,1,0,2
CROCCP2,348,58,405,1,224,111
BUD13,857,34,503,2,12,28
PLCD4,191,13,88,0,14,7
PLPP7,52,12,69,14,6,4
MGC12916,38,4,3,0,7,1
RTN4IP1,109,1,107,1,10,9
TXNDC17,160,20,80,0,0,3
IL17RC,347,57,209,109,170,239
POLR2J4,134,38,81,0,40,6
LMNB2,1139,108,702,0,85,116
FCRLA,13,0,0,2,11,5
SFT2D3,351,32,115,0,1,12
ADTRP,14,0,0,0,2,4
ANKRD36BP1,279,21,154,1,0,0
ATP5MK,111,17,57,7,12,5
ABHD14B,644,57,331,10,0,8
ARHGAP5-AS1,68,1,57,0,0,6
ZNF496,450,62,271,3,49,27
RAX2,0,0,0,2,3,0
HPDL,1,0,4,0,1,19
PHF5A,374,18,203,3,2,9
LINC00525,5,0,0,0,4,0
MIR503HG,35,9,39,0,8,0
NA,30,0,10,0,0,1
GLIS3-AS1,0,0,0,0,0,0
TRIM52,334,49,227,14,48,44
ATP1A1-AS1,97,7,13,0,4,3
LINC00839,7,0,4,5,33,1
ZNF503,1506,54,538,6,26,31
LRCH3,931,102,805,4,63,44
KLHL22,265,17,138,0,9,3
RIOX2,305,26,275,3,11,40
CCDC142,315,21,187,0,7,6
TMEM25,200,4,91,1,4,11
PTPN5,6,8,18,13,7,2
HAVCR2,2370,230,1776,0,17,7
CBR4,305,68,214,1,49,18
RSPO3,4,44,10,0,3,8
AGBL4,2,11,5,0,13,5
ZC3H10,314,38,176,0,4,33
ADGRG7,0,0,0,2,0,10
ZNF514,733,81,402,16,61,19
PARP10,666,132,697,1,70,129
ORAI1,479,110,328,0,9,17
ZBTB45,281,21,103,0,2,25
MFSD2A,6150,63,1606,7,20,148
RPUSD4,218,16,106,56,3,29
AIFM2,349,14,100,4,1,12
ZDHHC12,218,15,114,0,0,11
C1orf198,1315,71,827,14,51,55
SPPL2A,626,53,244,0,15,5
SLC7A3,12,0,0,1,0,10
ADO,939,24,474,1,16,37
ZSCAN10,1,0,0,2,9,3
POMGNT2,214,4,56,17,9,20
FBH1,1598,116,779,28,207,122
LINGO1,526,10,101,11,0,33
MIGA2,369,29,262,10,93,27
ATAD1,1338,33,773,8,9,15
ATAD1,1338,33,773,8,9,15
TBRG1,730,75,427,5,78,26
PLXDC2,5941,519,3871,4,29,28
TMTC4,381,31,244,7,35,24
RNFT2,140,8,64,1,0,4
NFATC2IP,450,25,308,6,65,80
CEP89,525,27,372,18,88,43
ARHGEF39,29,2,6,3,10,4
ZNF341,87,12,73,3,12,7
FAM136A,293,27,200,8,16,25
AOPEP,549,47,411,4,483,67
TMEM87B,1342,104,724,0,20,52
ZNF382,157,0,117,3,1,17
SLC35B4,423,5,239,11,10,28
ATOH8,327,47,160,1,73,87
ZNF587,566,43,291,1,41,36
FAM222A,38,0,27,2,5,3
UTP4,281,15,101,0,6,33
UTP4,281,15,101,0,6,33
LRP11,1242,71,553,0,9,16
PPP1R15B,3947,188,1445,5,87,42
ALG10,184,8,83,0,2,2
FIZ1,242,12,64,15,13,10
FAM104A,388,16,222,0,14,7
ZNF566,163,8,118,0,5,14
SLC49A4,586,53,289,0,27,3
SPRYD3,1488,144,1069,11,94,25
TMEM209,570,24,315,13,7,23
FIBCD1,15,0,3,8,6,8
MASTL,426,20,266,1,9,33
LINC01101,0,0,1,2,16,10
RAB2B,390,24,285,0,28,18
C8orf76,27,2,28,0,21,0
RITA1,99,10,59,0,21,5
MEDAG,6,5,112,33,52,27
ZFYVE19,197,26,162,0,16,39
ZNRF1,306,37,142,2,69,62
ATG4C,500,44,327,1,12,3
PWWP3A,1528,90,812,55,218,129
CORO6,22,3,38,7,5,3
HSH2D,69,17,13,0,3,3
WDR73,299,22,179,8,22,19
MAEL,1,1,2,1,0,2
ABHD13,1042,35,652,0,27,14
LTV1,687,55,688,3,44,68
SERAC1,140,27,90,0,23,23
TIGD5,141,1,61,4,3,10
TIGD5,141,1,61,4,3,10
PRPF38A,1594,73,1078,1,86,31
TNS4,0,0,0,1,1,7
CGNL1,25250,865,14750,40,127,500
NA,2,5,0,9,0,3
MPND,235,55,187,3,15,30
NUDCD1,339,35,206,2,19,27
RELT,382,107,211,0,59,16
SYTL1,24,2,3,7,16,25
UBASH3B,164,36,147,20,2,19
CCDC183,45,1,20,3,0,6
FBXL20,1212,76,574,1,33,21
AJUBA,282,8,63,0,20,4
ALKBH6,63,7,44,4,4,12
IGSF21,1042,64,1164,26,0,5
LSM10,275,26,149,0,5,3
TOX2,64,39,125,1,77,45
C1orf94,1,0,0,0,1,0
ATG4D,147,12,40,0,0,2
SNHG7,107,22,80,3,20,27
MFSD5,222,21,89,0,14,2
DISP1,686,26,344,2,34,34
FRMD5,25,0,8,4,0,4
MIR22HG,372,29,168,0,52,30
MIR22HG,372,29,168,0,52,30
FAM222A-AS1,3,0,0,0,0,0
CEP19,61,14,26,1,1,2
FAM83A,1,5,0,5,1,16
ARHGAP19,386,28,109,2,11,13
COX14,336,20,252,0,13,3
PPP1R16A,87,7,57,0,9,23
JMJD1C-AS1,5,1,8,6,1,8
RBM17,2320,201,1767,4,357,277
UBL7,405,49,242,0,20,19
UBL7,405,49,242,0,20,19
URB1-AS1,45,1,38,3,16,4
MGC16275,136,38,127,1,0,2
FAM86B1,5,0,3,0,0,3
RERG,600,11,252,3,1,22
PHYKPL,436,71,243,9,31,61
MGC16025,3,0,0,1,22,2
TCEAL3,761,80,848,1,45,36
TMEM128,288,9,74,21,21,12
TMEM141,248,15,142,0,10,10
USP45,387,21,223,9,42,14
CFAP300,8,5,3,14,21,0
TMEM241,54,11,29,1,19,1
REPS1,902,57,530,0,46,43
TMEM60,99,11,43,0,15,3
ARRDC1-AS1,56,0,36,0,1,6
SMIM3,825,14,265,1,1,39
SNHG12,54,18,66,1,24,14
H2AC12,472,16,450,0,29,19
H2BC12,3704,186,3338,18,124,74
KRTAP9-4,0,0,0,0,0,0
KRTAP9-4,0,0,0,0,0,0
KRTAP9-4,0,0,0,0,0,0
KRTAP4-1,0,0,0,0,0,0
KRTAP4-5,0,0,0,0,0,1
KRTAP4-3,0,7,0,0,0,0
KRTAP4-2,0,0,0,0,0,0
KRTAP3-3,0,0,0,0,0,0
KRTAP3-3,0,0,0,0,0,0
KRTAP2-4,0,0,0,0,0,0
KRTAP2-4,0,0,0,0,0,0
ATCAY,128,0,25,1,1,14
COL27A1,137,10,75,14,116,128
FBF1,155,44,136,21,19,22
PPIL4,1825,130,1144,5,97,59
PAQR8,2717,86,1094,3,12,10
BAGE3,0,0,0,2,7,0
ABCC11,3,1,0,0,4,10
LGALS12,5,0,10,0,0,1
SHISAL1,98,2,19,0,10,21
SHANK3,2897,565,1925,47,3192,1885
DGCR6L,417,39,275,0,8,10
SYDE1,813,32,344,2,61,43
TRIM5,612,103,469,6,62,80
ZCCHC3,646,24,302,17,23,14
ALG2,648,36,335,1,28,20
MYLK2,632,26,186,2,0,6
STRIP1,787,59,447,1,95,39
KIAA1656,24,0,9,1,9,2
RIMBP3,10,0,20,0,0,0
MICALL1,1288,89,718,1,83,82
TUBGCP6,562,144,335,9,236,168
KIAA1671,2311,162,1329,47,316,142
SLX9,75,2,32,0,16,17
RGS8,0,0,0,0,0,0
EAF1,705,65,356,1,25,5
DNAJC14,1278,72,447,2,62,30
NKD1,5825,37,2316,19,7,96
NKD2,313,13,174,11,0,8
NKD2,313,13,174,11,0,8
SLC22A16,0,0,0,1,1,1
SLC45A3,70,0,18,0,0,8
RHPN2,140,1,50,3,7,8
ZIC5,642,61,391,97,140,170
CCNB3,58,11,31,20,3,9
ZCRB1,248,15,126,0,14,27
CABS1,0,0,0,0,0,0
STON2,1288,85,516,12,5,32
DOCK7,875,100,597,21,61,32
HELZ2,2196,248,1435,10,105,356
KNDC1,66,2,40,15,2,20
DCLK3,146,0,5,5,9,3
LRRCC1,713,58,436,1,13,24
CNTNAP4,70,1,16,8,2,14
ZFHX2,58,17,80,31,10,17
KIAA1755,59,7,33,7,4,9
ITPRIP,2115,182,1076,6,324,202
UNK,744,53,378,0,69,64
CFAP74,30,28,130,3,19,13
TSPYL5,1166,22,321,1,2,7
DISP2,183,703,289,1444,2645,9307
TNKS1BP1,2153,190,1373,29,532,291
CIPC,644,33,297,3,30,13
DIXDC1,701,51,426,0,123,46
CEP295,754,68,506,5,150,75
ZNF518B,1950,87,1239,2,19,48
TANC1,3858,278,3100,25,878,627
FHDC1,6,0,13,6,23,23
ZC3H12C,672,16,352,1,16,32
SSH2,2914,652,1910,2,80,65
SELENOI,438,22,156,2,6,13
LBX2,8,7,0,1,9,5
GFM1,1462,95,938,0,23,35
SCIN,5146,1320,1964,1,132,81
CCDC65,11,1,3,1,0,3
DNAJC5B,0,5,1,0,1,8
TSLP,2,0,17,0,2,18
PSKH2,18,2,5,26,77,89
RPPH1,82752,7709,44241,9485,17687,11951
SCRT2,5,2,4,13,19,21
MBD3L1,0,0,0,0,0,0
GALP,0,0,0,0,6,2
GTPBP10,487,18,154,2,10,9
PNPT1,401,53,315,0,26,24
GGACT,56,12,38,0,6,26
ANKRD13A,1794,184,974,0,115,67
RRP36,520,55,355,0,27,70
TRIM4,1607,121,809,2,62,104
LINC01621,0,0,0,0,0,0
RSPH1,27,1,9,0,0,2
UMODL1,3,2,0,3,1,10
SERPINB12,0,0,0,3,4,1
SERPINB11,0,0,0,0,0,0
WNT3A,0,0,0,7,10,8
HPS4,664,70,313,6,70,61
LMLN,183,13,140,9,8,14
SIGLEC10,1712,132,1115,2,6,7
GAL3ST3,1,1,4,1,2,3
NAV3,4103,285,2547,3,10,24
NAV1,1762,143,1061,22,353,262
NAV2,1604,195,830,13,309,250
PPP1R3F,98,11,69,0,10,17
KCNK17,13,0,3,1,0,11
CHRFAM7A,15,0,6,2,2,0
CHRFAM7A,15,0,6,2,2,0
ULK4P3,0,0,0,2,0,0
ULK4P3,0,0,0,2,0,0
ULK4P1,8,0,4,0,0,0
ULK4P1,8,0,4,0,0,0
ULK4P1,8,0,4,0,0,0
ARHGAP11B,15,2,4,1,8,16
ARHGAP11B,15,2,4,1,8,16
